Job Title,Job URL,Company Name,Company URL,Exp,Salary,Location,Skills,Posted
Research Scientist - NLP/Machine Learning,https://www.naukri.com/job-listings-research-scientist-nlp-machine-learning-career-maker-bangalore-bengaluru-5-to-10-years-160122901070?src=jobsearchDesk&sid=1643778307316381_25&xp=11&px=26,Career Maker,https://www.naukri.com/premium-jobs-careers-852658,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,NLP|Machine Learning|NL modeling|IT Skills|Speech Recognition|Data acquisition|NL models|language processing,16 Days Ago
Research Scientist - Machine Learning Development - Java/ C++/ Perl,https://www.naukri.com/job-listings-research-scientist-machine-learning-development-java-c-perl-career-maker-bangalore-bengaluru-5-to-10-years-120221901843?src=jobsearchDesk&sid=1643778307316381_25&xp=12&px=26,Career Maker,https://www.naukri.com/premium-jobs-careers-852658,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,IT Skills|Java|Python|Software Development|Machine Learning|predictive modelling|C++|R,15 Days Ago
Research Scientist- Machine Learning Development- Java/c++/perl/python,https://www.naukri.com/job-listings-research-scientist-machine-learning-development-java-c-perl-python-career-maker-bangalore-bengaluru-5-to-10-years-070420900625?src=jobsearchDesk&sid=1643778307316381_25&xp=13&px=26,Career Maker,https://www.naukri.com/premium-jobs-careers-852658,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Python|Perl|communication|predictive modelling|modelling|R|machine learning|Java,15 Days Ago
Research Scientist - Machine Learning Development - Java,https://www.naukri.com/job-listings-research-scientist-machine-learning-development-java-career-maker-bangalore-bengaluru-5-to-10-years-041120900916?src=jobsearchDesk&sid=1643778307316381_25&xp=14&px=26,Career Maker,https://www.naukri.com/premium-jobs-careers-852658,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Perl|Java|Matlab|presentation|Data Mining|Python|software development|predictive modelling,15 Days Ago
Product Development Engineer - Machine Learning/Deep Learning,https://www.naukri.com/job-listings-product-development-engineer-machine-learning-deep-learning-huquo-consulting-pvt-ltd-gurgaon-gurugram-3-to-8-years-040122904673?src=jobsearchDesk&sid=1643778307316381_25&xp=15&px=26,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,3-8 Yrs,Not disclosed,Gurgaon/Gurugram,Java|Machine Learning|Deep Learning|Tensorflow|NLP|Scala|Big Data|Computer Vision,28 Days Ago
Research Scientist - NLP/Machine Learning,https://www.naukri.com/job-listings-research-scientist-nlp-machine-learning-career-maker-bangalore-bengaluru-5-to-10-years-221021900847?src=jobsearchDesk&sid=1643778307316381_25&xp=16&px=26,Career Maker,https://www.naukri.com/premium-jobs-careers-852658,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Speech Recognition|NLP|natural language processing|Data acquisition|Machine Learning,15 Days Ago
"Research Scientist – NLP, Machine Learning",https://www.naukri.com/job-listings-research-scientist-nlp-machine-learning-career-maker-bangalore-bengaluru-6-to-8-years-151020900706?src=jobsearchDesk&sid=1643778307316381_25&xp=17&px=26,Career Maker,https://www.naukri.com/premium-jobs-careers-852658,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,semantics Interfaces|syntax|natural language search|NL modeling|Data acquisition|learning|IT Skills|Machine Learning,15 Days Ago
Computer Vision Engineer - Machine Learning,https://www.naukri.com/job-listings-computer-vision-engineer-machine-learning-altimax-business-solutions-chennai-2-to-7-years-140122904334?src=jobsearchDesk&sid=1643778307316381_25&xp=18&px=26,Altimax Business Solutions,https://www.naukri.com/premium-jobs-careers-852658,2-7 Yrs,Not disclosed,Chennai,Computer Vision|Machine Learning|Python|IT Skills|Software Development|Tensorflow|C++|Algorithm,18 Days Ago
Software Engineer - Artificial Intelligence/Machine Learning,https://www.naukri.com/job-listings-software-engineer-artificial-intelligence-machine-learning-confidential-trivandrum-thiruvananthapuram-1-to-2-years-091121907566?src=jobsearchDesk&sid=1643778307316381_25&xp=19&px=26,Confidential,https://www.naukri.com/premium-jobs-careers-852658,1-2 Yrs,Not disclosed,Trivandrum/Thiruvananthapuram,AI|Machine Learning|IT Skills|Testing|Pattern Recognition|Artificial Intelligence|Image Processing,15 Days Ago
Software Engineer - Machine Learning / OpenCV,https://www.naukri.com/job-listings-software-engineer-machine-learning-opencv-altimax-business-solutions-chennai-2-to-7-years-020921902176?src=jobsearchDesk&sid=1643778307316381_25&xp=20&px=26,Altimax Business Solutions,https://www.naukri.com/premium-jobs-careers-852658,2-7 Yrs,Not disclosed,Chennai,IT Skills|Software Development|Machine Learning|Tensorflow|Configuration Management Tools|C++|C|OpenCV,12 Days Ago
Openings For Machine Learning For Executive role,https://www.naukri.com/job-listings-openings-for-machine-learning-for-executive-role-accenture-solutions-pvt-ltd-noida-kolkata-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-12-to-16-years-310821000116?src=jobsearchDesk&sid=1643778307316381_26&xp=1&px=27,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,12-16 Yrs,Not disclosed,"Noida, Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",IT Skills|Python|Data Science|Machine Learning,21 Days Ago
Machine Learning – Ops Team,https://www.naukri.com/job-listings-machine-learning-ops-team-multi-recruit-bangalore-bengaluru-10-to-12-years-250821500486?src=jobsearchDesk&sid=1643778307316381_26&xp=2&px=27,Multi Recruit,https://www.naukri.com/multi-recruit-hiring-for-greedygame-jobs-careers-4873726,10-12 Yrs,Not disclosed,Bangalore/Bengaluru,Data Science|Power Bi|Big Data|Microsoft Azure|Ci / Cd|Data Analytics|Machine Learning|Python,
Team Lead Machine Learning,https://www.naukri.com/job-listings-team-lead-machine-learning-opsramp-hyderabad-secunderabad-10-to-12-years-140721501780?src=jobsearchDesk&sid=1643778307316381_26&xp=3&px=27,OpsRamp,https://www.naukri.com/opsramp-jobs-careers-3829494,10-12 Yrs,Not disclosed,Hyderabad/Secunderabad,IT Skills|Java|J2EE|Python|Machine Learning|Product Management|Big Data|Computer science,
Great oppurtunity For top MNC company For IOT and Machine learning,https://www.naukri.com/job-listings-great-oppurtunity-for-top-mnc-company-for-iot-and-machine-learning-teamware-solutions-a-division-of-quantum-leap-co-nsulting-private-ltd-hyderabad-secunderabad-bangalore-bengaluru-1-to-6-years-070122006099?src=jobsearchDesk&sid=1643778307316381_26&xp=4&px=27,Teamware Solutions ( A division of Quantum Leap Co    nsulting Private LTD).,https://www.naukri.com/teamware-solutions-a-division-of-quantum-leap-co-nsulting-jobs-careers-11667,1-6 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Java|Machine Learning|Azure Iot|Python|Linux|C#|C++|C,25 Days Ago
Machine Learning,https://www.naukri.com/job-listings-machine-learning-horizontal-integration-india-pvt-ltd-bangalore-bengaluru-4-to-9-years-050122500162?src=jobsearchDesk&sid=1643778307316381_26&xp=5&px=27,HORIZONTAL INTEGRATION India Pvt Ltd,https://www.naukri.com/horizontal-integration-india-jobs-careers-1361782,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,Computer science|Staffing|Machine learning|Programming|Manager Technology|Data structures|Deployment|Business strategy,
Machine Learning Researcher,https://www.naukri.com/job-listings-machine-learning-researcher-cistup-indian-institute-of-science-bengaluru-bangalore-2-to-5-years-270121500056?src=jobsearchDesk&sid=1643778307316381_26&xp=6&px=27,Cistup Indian Institute of Science,https://www.naukri.com/cistup-indian-institute-of-science-jobs-careers-4799830,2-5 Yrs,Not disclosed,Bengaluru,Computer science|Computer vision|C++|github|PDF|Django|Machine learning|Pattern recognition,
"R&D - NLP, Machine Learning (Java, C#, C )",https://www.naukri.com/job-listings-r-d-nlp-machine-learning-java-c-c-career-makers-bangalore-bengaluru-3-to-8-years-250417507721?src=jobsearchDesk&sid=1643778307316381_26&xp=7&px=27,CAREER MAKERS,https://www.naukri.com/career-makers-jobs-careers-1884632,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,algorithms|python|c|code|solid|technical|software|software design,
Machine Learning,https://www.naukri.com/job-listings-machine-learning-diverse-lynx-bengaluru-bangalore-2-to-5-years-240320501388?src=jobsearchDesk&sid=1643778307316381_26&xp=8&px=27,Diverse Lynx,https://www.naukri.com/diverse-lynx-india-jobs-careers-1863926,2-5 Yrs,Not disclosed,Bengaluru,IT Skills|Python|Machine Learning|Unix|Text mining|Natural language processing|text analytics,
Artificial Intelligence & Machine Learning,https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-well-point-it-solutions-pvt-ltd-hyderabad-secunderabad-4-to-6-years-220520501683?src=jobsearchDesk&sid=1643778307316381_26&xp=9&px=27,Well Point IT Solutions Pvt Ltd,https://www.naukri.com/well-point-it-solutions-jobs-careers-5381724,4-6 Yrs,Not disclosed,Hyderabad,IT Skills|Python|Software Development|Machine Learning|Artificial Intelligence|Data analysis|Product engineering|Natural language processing,
Machine Learning and,https://www.naukri.com/job-listings-machine-learning-and-camsdata-technologies-india-pvt-ltd-mumbai-hyderabad-secunderabad-pune-chennai-bengaluru-bangalore-3-to-8-years-210518500737?src=jobsearchDesk&sid=1643778307316381_26&xp=10&px=27,CAMSDATA TECHNOLOGIES INDIA PVT LTD,https://www.naukri.com/camsdata-technologies-india-jobs-careers-3412032,3-8 Yrs,Not disclosed,"Mumbai, Hyderabad, Pune, Chennai, Bengaluru",IT Skills|Python|Machine Learning|Big Data|Mining|System architecture|Email|Algorithms,
MACHINE LEARNING SPECIALIST,https://www.naukri.com/job-listings-machine-learning-specialist-talent-zone-consultant-bangalore-bengaluru-1-to-7-years-200521501482?src=jobsearchDesk&sid=1643778307316381_26&xp=11&px=27,Talent Zone Consultant,https://www.naukri.com/talent-zone-consultant-jobs-careers-1108178,1-7 Yrs,Not disclosed,Bangalore/Bengaluru,customer development|Proposal writing|Analytical|Manager Program Management|Machine learning|Management|Technical support|Testing,
Applied Machine Learning Researcher,https://www.naukri.com/job-listings-applied-machine-learning-researcher-microsoft-india-r-and-d-pvt-ltd-bangalore-bengaluru-2-to-5-years-170122501654?src=jobsearchDesk&sid=1643778307316381_26&xp=12&px=27,Microsoft,https://www.naukri.com/microsoft-jobs-careers-885686,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Product management|Computer science|Automation|C++|Coding|Performance testing|Perl|Cosmos,15 Days Ago
Machine Learning III,https://www.naukri.com/job-listings-machine-learning-iii-phenompeople-hyderabad-secunderabad-5-to-8-years-160921500148?src=jobsearchDesk&sid=1643778307316381_26&xp=13&px=27,Phenompeople,https://www.naukri.com/phenompeople-jobs-careers-4667444,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,Product management|Computer science|deep learning|data science|Coding|Machine learning|Agile|Data processing,
NLP Machine Learning Programmer,https://www.naukri.com/job-listings-nlp-machine-learning-programmer-focus-edumatics-pvt-ltd-bangalore-bengaluru-15-to-20-years-141021500526?src=jobsearchDesk&sid=1643778307316381_26&xp=14&px=27,FOCUS EDUMATICS,https://www.naukri.com/focus-edumatics-jobs-careers-749183,15-20 Yrs,Not disclosed,Bangalore/Bengaluru,E-learning|B2B|Machine learning|Corporate|Javascript|HTTP|Natural language processing|Research,30+ Days Ago
Machine Learning I,https://www.naukri.com/job-listings-machine-learning-i-phenompeople-hyderabad-secunderabad-3-to-7-years-140921501448?src=jobsearchDesk&sid=1643778307316381_26&xp=15&px=27,Phenompeople,https://www.naukri.com/phenompeople-jobs-careers-4667444,3-7 Yrs,Not disclosed,Hyderabad/Secunderabad,Product management|Computer science|deep learning|data science|Coding|Machine learning|Agile|Data processing,
Machine Learning,https://www.naukri.com/job-listings-machine-learning-diverse-lynx-bengaluru-bangalore-2-to-6-years-120221501072?src=jobsearchDesk&sid=1643778307316381_26&xp=16&px=27,Diverse Lynx,https://www.naukri.com/diverse-lynx-india-jobs-careers-1863926,2-6 Yrs,Not disclosed,Bengaluru,communication|Flask|Django|Machine Learning|Microsoft Azure Machine Learning|Microsoft Azure|NLP|Python,
Head - Machine Learning | Talent 500,https://www.naukri.com/job-listings-head-machine-learning-talent-500-talent500-tech-india-private-limited-bangalore-bengaluru-10-to-20-years-120122006279?src=jobsearchDesk&sid=1643778307316381_26&xp=17&px=27,TALENT500 TECH (INDIA) PRIVATE LIMITED,https://www.naukri.com/talent500-tech-india-jobs-careers-3668670,10-20 Yrs,Not disclosed,Remote,Algorithms|Machine Learning|Python,20 Days Ago
Machine Learning Architect,https://www.naukri.com/job-listings-machine-learning-architect-hiringsign-trivandrum-thiruvananthapuram-12-to-17-years-101221500632?src=jobsearchDesk&sid=1643778307316381_26&xp=18&px=27,HiringSign,https://www.naukri.com/hiringsign-jobs-careers-4305844,12-17 Yrs,Not disclosed,Trivandrum/Thiruvananthapuram,Nlp|Opencv|Software Engineering|Data Structures|Computer Vision|Machine Learning|Deep Learning|Python,30+ Days Ago
Machine Learning Science Leader,https://www.naukri.com/job-listings-machine-learning-science-leader-careerxperts-consulting-bangalore-bengaluru-6-to-10-years-100317503224?src=jobsearchDesk&sid=1643778307316381_26&xp=19&px=27,CareerXperts Consulting,https://www.naukri.com/careerxpert-jobs-careers-2439164,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,rest|python|Head Business Development|software development|c|Grid|Data mining|MATLAB,
AI and Machine Learning,https://www.naukri.com/job-listings-ai-and-machine-learning-ajatus-bhubaneswar-3-to-6-years-090821501394?src=jobsearchDesk&sid=1643778307316381_27&xp=1&px=28,Ajatus,https://www.naukri.com/ajatus-jobs-careers-1081798,3-6 Yrs,Not disclosed,Bhubaneswar,IT Skills|Java|Python|Data Science|Machine Learning|Ml Libraries|Data Structures|Software Architecture,
Machine Learning Science Leader,https://www.naukri.com/job-listings-machine-learning-science-leader-careerxperts-consulting-bengaluru-bangalore-7-to-12-years-090120500820?src=jobsearchDesk&sid=1643778307316381_27&xp=2&px=28,CareerXperts Consulting,https://www.naukri.com/careerxpert-jobs-careers-2439164,7-12 Yrs,Not disclosed,Bengaluru,python|c++|Head Business Development|Display advertising|java|software development|Data modeling|Consulting,
"R&D -  NLP,  Machine Learning  (Java,  C#,  C )",https://www.naukri.com/job-listings-r-d-nlp-machine-learning-java-c-c-career-makers-bengaluru-bangalore-5-to-10-years-050916500973?src=jobsearchDesk&sid=1643778307316381_27&xp=3&px=28,CAREER MAKERS,https://www.naukri.com/career-makers-jobs-careers-1884632,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,analytics|algorithms|python|java|software design|data structures|perl|agile,
Machine Learning Ops Manager,https://www.naukri.com/job-listings-machine-learning-ops-manager-zf-india-private-limited-hyderabad-secunderabad-6-to-11-years-031121500135?src=jobsearchDesk&sid=1643778307316381_27&xp=4&px=28,ZF India Private Limited,https://www.naukri.com/zf-india-jobs-careers-2903098,6-11 Yrs,Not disclosed,Hyderabad/Secunderabad,Algorithms|Cloud Computing|Open Source|Linux|Continuous Integration|Devops Engineer|Machine Learning|Deep Learning,
Machine Learning Expert,https://www.naukri.com/job-listings-machine-learning-expert-wavelabs-technologies-private-limited-hyderabad-secunderabad-4-to-8-years-030621501457?src=jobsearchDesk&sid=1643778307316381_27&xp=5&px=28,Wavelabs Technologies Private Limited,https://www.naukri.com/wavelabs-technologies-jobs-careers-4944750,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,Computer vision|Data analysis|GCP|Artificial Intelligence|Machine learning|Debugging|Agile|Data processing,
Consultant / AM - AI - Machine Learning,https://www.naukri.com/job-listings-consultant-am-ai-machine-learning-kpmg-mumbai-2-to-6-years-020921500418?src=jobsearchDesk&sid=1643778307316381_27&xp=6&px=28,KPMG,https://www.naukri.com/kpmg-jobs-careers-32580,2-6 Yrs,Not disclosed,Mumbai,Data Science|Algorithms|Data Structures|Data Scientist|Spark|Aws|Machine Learning|Ml Pipelines,30+ Days Ago
Machine Learning Lead,https://www.naukri.com/job-listings-machine-learning-lead-squadcast-bengaluru-bangalore-4-to-7-years-020321500909?src=jobsearchDesk&sid=1643778307316381_27&xp=7&px=28,Squadcast,https://www.naukri.com/squadcast-jobs-careers-4128818,4-7 Yrs,Not disclosed,Bengaluru,IT Skills|Data Science|Machine Learning|Cloud|Backend|Sales|Architecture|Cloud Services,30+ Days Ago
Machine Learning Trainer,https://www.naukri.com/job-listings-machine-learning-trainer-innovadors-lab-pvt-ltd-bhubaneswar-4-to-9-years-300421500704?src=jobsearchDesk&sid=1643778307316381_27&xp=8&px=28,Innovadors Lab Pvt Ltd,https://www.naukri.com/innovadors-lab-jobs-careers-6082514,4-9 Yrs,Not disclosed,Bhubaneswar,Computer vision|deep learning|Corporate training|Image processing|Opencv|Machine learning|Corporate|Natural language processing,
Lead Machine Learning,https://www.naukri.com/job-listings-lead-machine-learning-svkms-narsee-monjee-institute-of-management-studies-nmims-mumbai-3-to-8-years-291221501155?src=jobsearchDesk&sid=1643778307316381_27&xp=9&px=28,SVKMs Narsee Monjee Institute of Management Studies - NMIMS,https://www.naukri.com/narsee-monjee-institute-of-management-studies-jobs-careers-1967108,3-8 Yrs,Not disclosed,Mumbai,IT Skills|Data Science|Machine Learning|Artificial Intelligence|Computer science|Training|Deployment|Natural language processing,
Machine Learning Expert,https://www.naukri.com/job-listings-machine-learning-expert-brane-enterprises-private-limited-hyderabad-secunderabad-3-to-8-years-280121501391?src=jobsearchDesk&sid=1643778307316381_27&xp=10&px=28,BRANE ENTERPRISES PRIVATE LIMITED,https://www.naukri.com/brane-enterprises-jobs-careers-4126940,3-8 Yrs,Not disclosed,Hyderabad,IT Skills|Python|Data Science|Analytical skills|Computer vision|deep learning|Prototype|PDF,
Artificial Intelligence & Machine Learning Lead,https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-lead-hrdevi-talent-acquisition-thane-6-to-7-years-230118501487?src=jobsearchDesk&sid=1643778307316381_27&xp=11&px=28,HRDevi Talent Acquisition,https://www.naukri.com/hr-20devi-20and-20associates-jobs-careers-2520990,6-7 Yrs,Not disclosed,Thane,Storage servers|SAN|Cisco Certification|ITSM|ITIL|MS Office|sub-system|Six Sigma,
Artificial Intelligence & Machine Learning Lead,https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-lead-hrdevi-talent-acquisition-mumbai-6-to-8-years-230118501486?src=jobsearchDesk&sid=1643778307316381_27&xp=12&px=28,HRDevi Talent Acquisition,https://www.naukri.com/hr-20devi-20and-20associates-jobs-careers-2520990,6-8 Yrs,Not disclosed,Mumbai,C|My SQL|BI|H20|Data Mining|Cassandara|R|Dynamo DB,
Technical Lead - Machine Learning with Python,https://www.naukri.com/job-listings-technical-lead-machine-learning-with-python-steria-india-ltd-noida-greater-noida-delhi-ncr-6-to-9-years-180521003198?src=jobsearchDesk&sid=1643778307316381_27&xp=13&px=28,Sopra Steria,https://www.naukri.com/sopra-steria-jobs-careers-2509562,6-9 Yrs,Not disclosed,"Noida(Sector-135 Noida), Greater Noida, Delhi / NCR",Natural Language Processing|Machine Learning|Python|Linux|learning|Vagrant|Unix|MicroServices,12 Days Ago
Machine Learning Specialist,https://www.naukri.com/job-listings-machine-learning-specialist-mphatek-systems-private-limited-pune-6-to-10-years-130220500485?src=jobsearchDesk&sid=1643778307316381_27&xp=14&px=28,MPHATEK SYSTEMS PRIVATE LIMITED,https://www.naukri.com/mphatek-systems-jobs-careers-5002842,6-10 Yrs,Not disclosed,Pune,machine learning|statistical analysis|communication|Salesforce|IT services|Artificial Intelligence|product life cycle|Silicon,
ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-blocklogy-edutech-private-limited-mumbai-1-to-3-years-110520500518?src=jobsearchDesk&sid=1643778307316381_27&xp=15&px=28,Blocklogy Edutech,https://www.naukri.com/blocklogy-edutech-jobs-careers-5082832,1-3 Yrs,Not disclosed,Mumbai,E-learning|C++|Coding|Artificial Intelligence|Machine learning|Pattern recognition|Open source|Data mining,
Machine Learning Expert,https://www.naukri.com/job-listings-machine-learning-expert-connecting-2-work-trivandrum-2-to-6-years-080520501155?src=jobsearchDesk&sid=1643778307316381_27&xp=16&px=28,Connecting 2 Work,https://www.naukri.com/connecting-2-work-jobs-careers-2294804,2-6 Yrs,Not disclosed,Trivandrum,Training|deep learning|Linux|Opencv|Machine learning|Deployment|Data quality|Hardware,30+ Days Ago
Machine Learning  - Specialist/Lead,https://www.naukri.com/job-listings-machine-learning-specialist-lead-anubavam-technologies-pvt-ltd-chennai-2-to-7-years-040122005758?src=jobsearchDesk&sid=1643778307316381_27&xp=17&px=28,Anubavam Technologies Pvt.Ltd,https://www.naukri.com/anubavam-technologies-jobs-careers-226592,2-7 Yrs,Not disclosed,Chennai,Tensorflow|Machine Learning|Keras|IT Skills|Java|Python|Data Science|Big Data,28 Days Ago
"Assistant Professor -Artificial Intelligence, Machine Learning",https://www.naukri.com/job-listings-assistant-professor-artificial-intelligence-machine-learning-woxsen-school-of-business-hyderabad-secunderabad-2-to-5-years-020920500594?src=jobsearchDesk&sid=1643778307316381_27&xp=18&px=28,Woxsen University,https://www.naukri.com/woxsen-university-jobs-careers-1273738,2-5 Yrs,Not disclosed,Hyderabad,Student counseling|Research Student|Publishing|Artificial Intelligence|Machine learning|Scheduling|Assistant Professor|Research,
Software Developer  Machine Learning,https://www.naukri.com/job-listings-software-developer-machine-learning-perfect-people-search-pune-2-to-5-years-250122001551?src=jobsearchDesk&sid=1643778307316381_27&xp=19&px=28,PERFECT PEOPLE SEARCH,https://www.naukri.com/perfect-people-search-jobs-careers-4375856,2-5 Yrs,Not disclosed,Pune,REST API|Pandas|Spark|JavaEE|Hadoop|Elastic Search|MongoDB|Spring framework,
Machine Learning Developer,https://www.naukri.com/job-listings-machine-learning-developer-t-a-solutions-mohali-1-to-5-years-280921500484?src=jobsearchDesk&sid=1643778307316381_27&xp=20&px=28,T & A Solutions,https://www.naukri.com/t-a-solutions-jobs-careers-1863804,1-5 Yrs,Not disclosed,Mohali,Unix|Computer science|Software design|Data analysis|Machine learning|System design|Data structures|Data mining,
Software Developer (Machine Learning),https://www.naukri.com/job-listings-software-developer-machine-learning-forstaffing-executive-search-firm-delhi-2-to-6-years-261018501157?src=jobsearchDesk&sid=1643778307316381_28&xp=1&px=29,Forstaffing - Executive Search Firm,https://www.naukri.com/forstaffing-executive-search-firm-jobs-careers-38411,2-6 Yrs,Not disclosed,Delhi,Computer science|jQuery|Team management|Linux|Postgresql|Machine learning|Integration testing|Agile,
Advisory Machine Learning Developer - Retail/CPG,https://www.naukri.com/job-listings-advisory-machine-learning-developer-retail-cpg-kinaxis-chennai-4-to-9-years-020721501421?src=jobsearchDesk&sid=1643778307316381_28&xp=2&px=29,Kinaxis,https://www.naukri.com/kinaxis-jobs-careers-5507694,4-9 Yrs,Not disclosed,Chennai,IT Skills|Python|Software Development|Machine Learning|Cloud|AWS|Azure|Computer science,30+ Days Ago
Machine Learning Smartphone Developer,https://www.naukri.com/job-listings-machine-learning-smartphone-developer-semusi-pte-ltd-noida-2-to-7-years-221117504409?src=jobsearchDesk&sid=1643778307316381_28&xp=3&px=29,SEMUSI PTE LTD,https://www.naukri.com/semusi-pte-jobs-careers-3664096,2-7 Yrs,Not disclosed,Noida,IT Skills|Machine Learning|assembly language|Six Sigma|PMP|C|JavaScript|Real Time Operating Systems,
Node JS Python Developer - Machine Learning,https://www.naukri.com/job-listings-node-js-python-developer-machine-learning-primestar-hr-placement-consultancy-mumbai-2-to-3-years-220521500287?src=jobsearchDesk&sid=1643778307316381_28&xp=4&px=29,Primestar HR Placement Consultancy,https://www.naukri.com/primestar-hr-placement-consultancy-jobs-careers-4189532,2-3 Yrs,Not disclosed,Mumbai,Computer science|Socket programming|Backend|Front end|Web technologies|Application programming|Web application|Machine learning,
Machine Learning Algorithm Developer,https://www.naukri.com/job-listings-machine-learning-algorithm-developer-machinellium-mavericks-projects-and-consultants-hyderabad-secunderabad-3-to-6-years-210616500931?src=jobsearchDesk&sid=1643778307316381_28&xp=5&px=29,Machinellium Mavericks Projects and Consultants,https://www.naukri.com/machinellium-20mavericks-20projects-20and-20consultants-jobs-careers-2700872,3-6 Yrs,Not disclosed,Hyderabad,Machine Learning Algorithm Developer|Java|algorithms|c|analytical|Hadoop|developing|develop,
Machine Learning Developer,https://www.naukri.com/job-listings-machine-learning-developer-bringle-excellence-thane-2-to-4-years-210317501393?src=jobsearchDesk&sid=1643778307316381_28&xp=6&px=29,BRINGLE EXCELLENCE,https://www.naukri.com/bringle-excellence-jobs-careers-3005880,2-4 Yrs,Not disclosed,Thane,Unix|Algorithms|Linux|Machine learning|Written communication|Tools|Natural language processing|J2Ee,
Machine Learning Algorithm Developer,https://www.naukri.com/job-listings-machine-learning-algorithm-developer-machinellium-mavericks-projects-and-consultants-hyderabad-secunderabad-3-to-6-years-140121500384?src=jobsearchDesk&sid=1643778307316381_28&xp=7&px=29,Machinellium Mavericks Projects and Consultants,https://www.naukri.com/machinellium-20mavericks-20projects-20and-20consultants-jobs-careers-2700872,3-6 Yrs,Not disclosed,Hyderabad,Analytical skills|C++|Debugging|Machine learning|Hadoop|Programming|Research|Troubleshooting,
Position : Machine Learning Algorithm Developer,https://www.naukri.com/job-listings-position-machine-learning-algorithm-developer-machinellium-mavericks-projects-and-consultants-not-specified-2-to-5-years-091117501375?src=jobsearchDesk&sid=1643778307316381_28&xp=8&px=29,Machinellium Mavericks Projects and Consultants,https://www.naukri.com/machinellium-20mavericks-20projects-20and-20consultants-jobs-careers-2700872,2-5 Yrs,Not disclosed,not specified,Analytical skills|C++|Algorithms|Debugging|Machine learning|Research|Troubleshooting skills|Business Executive,30+ Days Ago
Jr. Machine Learning Developer / Python Software Developer,https://www.naukri.com/job-listings-jr-machine-learning-developer-python-software-developer-capital-placement-services-chandigarh-2-to-5-years-030220500879?src=jobsearchDesk&sid=1643778307316381_28&xp=9&px=29,Capital Placement Services,https://www.naukri.com/capital-placement-services-jobs-careers-79647,2-5 Yrs,Not disclosed,Chandigarh,Computer science|Backend|HP data protector|Django|Machine learning|Manager Technology|Data structures|Selenium,
Machine Learning Developer (Production Support),https://www.naukri.com/job-listings-machine-learning-developer-production-support-kinaxis-chennai-1-to-2-years-010921500902?src=jobsearchDesk&sid=1643778307316381_28&xp=10&px=29,Kinaxis,https://www.naukri.com/kinaxis-jobs-careers-5507694,1-2 Yrs,Not disclosed,Chennai,Communication Skills|Algorithms|Software Engineering|Data Structures|Technical Support|Aws|Machine Learning|Python,
Senior Analyst - FP&A (Machine Learning & Analytics),https://www.naukri.com/job-listings-senior-analyst-fp-a-machine-learning-analytics-harsco-india-private-limited-hyderabad-secunderabad-3-to-5-years-070122501182?src=jobsearchDesk&sid=1643778307316381_28&xp=11&px=29,Harsco,https://www.naukri.com/harsco-jobs-careers-1078892,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,Advance Excel|R|Financial Analysis|Vba|Finance|Advanced Analytics|Data Analytics|Machine Learning,25 Days Ago
Head of Data Science - Python/Machine Learning,https://www.naukri.com/job-listings-head-of-data-science-python-machine-learning-connexions-gurgaon-gurugram-7-to-10-years-140122903150?src=jobsearchDesk&sid=1643778307316381_28&xp=12&px=29,Connexions,https://www.naukri.com/premium-jobs-careers-852658,7-10 Yrs,Not disclosed,Gurgaon/Gurugram,Data Science|Machine Learning|Python|IT Skills|PySpark|Data Management|PD model development|Big Data,18 Days Ago
Data Science Trainer | AI | Machine Learning | Python | WFO,https://www.naukri.com/job-listings-data-science-trainer-ai-machine-learning-python-wfo-careerera-noida-2-to-7-years-281221006188?src=jobsearchDesk&sid=1643778307316381_28&xp=13&px=29,Careerera,https://www.naukri.com/snva-ventures-jobs-careers-3077674,2-7 Yrs,"4,75,000 - 9,75,000 PA.",Noida(Sector-59 Noida),communication|Python|Algorithms|Machine Learning|IT Skills|Data Science|data science faculty|Corporate Trainer,
